Name,ID,Publisher Name,Publisher ID,Date,Platform,Category,Downloads (Absolute),Downloads (PoP Growth),Downloads (PoP Growth %),Revenue (Absolute),Revenue (PoP Growth),Revenue (PoP Growth %),DAU (Absolute),DAU (PoP Growth),DAU (PoP Growth %),Downloads First 30 Days (WW),Most Popular Country by Downloads,"RPD (All Time, WW)",Game Art Style,Game Theme,Game Genre,Game Setting
Dancing Hair: Dress Up,627b17fc6d53a01cb07701a3,Tinymax,65527db31bd72a6bf15c5713,2023/12/3,Unified,Games,10005614,-43387279,-0.812604,30542.53,10974.62,0.560848,221048,-344180,-0.608922,1102643,Brazil,$0.00 ,Hypercasual,Hypercasual,Arcade,N/A
Hide My Proof,6393db77de25181642654c4a,ironSource,55f8912b8ac350426b02ddcf,2023/12/3,Unified,Games,9890640,543521,0.058149,3267.23,-2709.93,-0.453381,496290,401065,4.211762,0,India,$0.00 ,2D Cartoon,Hypercasual,Puzzle,Modern
Everyday Puzzles: Mini Games,615fbb49a0ba7361576d404f,Fanatee,5614e4a13f07e25d2901e275,2023/12/3,Unified,Games,9436995,7808011,4.793178,783160.42,733988,14.926823,263508,234510,8.087109,68416,Brazil,$0.07 ,Flat,Abstract,Puzzle,N/A
Tile Home-Match Puzzle Game,6811338c2d4d5066953187ae,Pandas of Caribbean,5d364769bb7bfd408a881d92,2023/12/3,Unified,Games,9411367,9411367,,8348.24,8348.24,,51704,51704,,141452,Brazil,$0.00 ,Hypercasual,Bubbles / Tiles / Colors,Puzzle,N/A
Learn to Draw Games for Girls,5e654837f008083177a8ed44,BonBonGame,62f403b451051232a791e014,2023/12/3,Unified,Games,8906916,7879811,7.671865,0,0,,161104,154323,22.758148,5747,India,$0.00 ,2D Cartoon,Art,Tabletop,N/A
Block Away - Tap Out Puzzle,66dbacf678d6256e522647a3,Tripledot Studios,5a63fb6f68c90d39d2db5430,2023/12/3,Unified,Games,8443396,8443396,,960.2,960.2,,49855,49855,,77782,US,$0.00 ,Hypercasual,Bubbles / Tiles / Colors,Puzzle,N/A
Duddu - My Virtual Pet Dog,59287fd6a2dfc2133a0023e9,Bubadu,560c49668ac350643900cc01,2023/12/3,Unified,Games,8422873,-14104322,-0.626102,57792.98,-19133.96,-0.248729,80953,-148895,-0.647798,485967,Russia,$0.00 ,2D Cartoon,Animal - Dog / Pet,Lifestyle,Cartoon Fantasy
Popsicle Stack,6199a0356f383e5deb58ddd9,Tripledot Studios,5a63fb6f68c90d39d2db5430,2023/12/3,Unified,Games,7687430,-33679403,-0.814164,4027.86,-4600.33,-0.533174,113743,-308273,-0.730477,461118,India,$0.00 ,Hypercasual,Candy / Dessert,Arcade,N/A
Calming Crosswords Word Puzzle,6143fddbc0e44d23167bba51,Kontra Dijital Servisler,65d92822ae667304c44895d1,2023/12/3,Unified,Games,7344749,-8825315,-0.545781,199995.17,9184.63,0.048135,220832,-6925,-0.030405,26032,France,$0.02 ,Flat,Tabletop,Puzzle,N/A
Jigsaw Master - Jigsaw Puzzles,65823a8fa3968065cff43ef2,Mint Games,562956a73f07e28dd10275ee,2023/12/3,Unified,Games,7279691,7279691,,80961.73,80961.73,,125377,125377,,181,US,$0.01 ,2D Cartoon,Tabletop,Puzzle,N/A
Mix & Paint,5dfdbd601cc79f13ae43e83a,Geisha Tokyo,55f88dd98ac350426b02032d,2023/12/3,Unified,Games,6654274,-2357140,-0.261573,0,0,,30137,-11316,-0.272984,1233424,India,$0.00 ,2D Cartoon,Art,Tabletop,N/A
Games for Cats Cat Toy – Meow,5fcb38301a0f8a78c7f3d23f,Gameville Studio,561536f83f07e25d29035cfb,2023/12/3,Unified,Lifestyle,6589463,2899697,0.785876,384985.39,319413.78,4.871221,121813,58414,0.921371,5181,Russia,$0.04 ,,,,
Dancing Dress - Fashion Girl,632c1d77139dd83c9c52faf1,Tinymax,65527db31bd72a6bf15c5713,2023/12/3,Unified,Games,6493966,-2778692,-0.299665,12098.06,1183.71,0.108454,90516,-278,-0.003062,59239,Brazil,$0.00 ,Hypercasual,Fashion / Aesthetics / Hair,Arcade,N/A
Merge Hexa™ Number Puzzle Game,5e45f730954b5b7bddb20989,Inspired Square,5dbec896e1752a11b27a157f,2023/12/3,Unified,Games,6151479,3536437,1.352344,1780009.99,880901.88,0.979751,189538,148362,3.603118,58,India,$0.30 ,Flat,Tabletop,Puzzle,N/A
Pencil Rush 3D,5ff90781682b7c2f2ae5508d,Gismart,55f892df8ac350426b0354d0,2023/12/3,Unified,Games,6029122,-8002023,-0.570304,0,0,,60246,-111476,-0.649166,11153916,India,$0.00 ,Hypercasual,Art,Arcade,N/A
Mermaid Coloring:Mermaid games,63ae3b321d0f367ccdc0d402,WizSprint,6502e63eb9641522478854b6,2023/12/3,Unified,Games,6024650,-2371104,-0.282417,0,0,,231084,175666,3.169837,6209,India,$0.00 ,2D Cartoon,Tabletop,Tabletop,N/A
Ball Sort Puzzle: Color Bubble,65446b330078dc16f09bcb27,Topsmart Mobile,642d6e5c84ba8f10eaa30826,2023/12/3,Unified,Games,5986475,5952444,174.912403,7296.48,7296.48,,169697,169554,1185.692308,34031,US,$0.00 ,Hypercasual,Hypercasual,Puzzle,N/A
Stop - Categories Word Game,55c52e9202ac64f9c0002d35,Fanatee,5614e4a13f07e25d2901e275,2023/12/3,Unified,Games,5845847,-5388243,-0.479633,206162.95,-139003.89,-0.402715,118259,-88386,-0.427719,276726,Brazil,$0.03 ,Flat,Tabletop,Puzzle,N/A
Screw It Out!,6700cf456ebec40d3d92682e,PixOn Games,6807b41285a660aa1dae74da,2023/12/3,Unified,Games,5454578,5454578,,3089717.98,3089717.98,,336771,336771,,362549,US,$0.57 ,2D Cartoon,Hypercasual,Puzzle,N/A
Cooking Center-Restaurant Game,61d69bb85b601419d1037aae,Dream Tap,5ace448472f4c27b467a9565,2023/12/3,Unified,Games,5392329,1403693,0.351923,72858.07,-55025.72,-0.430279,36902,3170,0.093976,45096,India,$0.02 ,2D Cartoon,Cooking / Food,Simulation,Modern
Airport Master - Plane Tycoon,626625273e5ce4585010c007,Panteon,55f891518ac350426b02e64a,2023/12/3,Unified,Games,5058072,-11056848,-0.686125,90805.57,-30845.33,-0.253556,77690,-82823,-0.515989,52083,India,$0.01 ,Hypercasual,Vehicles - Plane,Simulation,N/A
Bunnsies - Happy Pet World,640046cc1adf3368a78b7b8f,APIX Educational Systems,5604907d8ac3501722009509,2023/12/3,Unified,Games,5019227,-340467,-0.063524,251935.67,179835.91,2.494265,341833,273161,3.977764,1348950,Brazil,$0.03 ,2D Cartoon,Animal - Zoo / Other,Lifestyle,Cartoon Fantasy
Sunny School Stories,5ad1ba41aff9155449e3ce58,SUBARA,61f2ebbee19921331fedae2f,2023/12/3,Unified,Games,4880986,-5929971,-0.548515,17380.58,-106210.67,-0.85937,38577,-31356,-0.448372,521521,Brazil,$0.02 ,3D Cartoon,School,Lifestyle,Modern
Foodventure Inc: Idle Tycoon,655b2adb5e22644b615c9f37,SayGames,5bb5a48345f4430ad72c6f04,2023/12/3,Unified,Games,4761014,4759788,3882.371941,670048.27,670048.27,,58027,58023,14505.75,21600,India,$0.14 ,Low Poly,Cooking / Food,Simulation,Modern
Candy Pop Story : Match 3,5a0501f52a722602d97aca2d,Gamoper,57a3f3557174d849ad00012d,2023/12/3,Unified,Games,4735858,4316894,10.303735,828493.12,813344.43,53.690744,96674,89540,12.551163,117958,India,$0.10 ,2D Cartoon,Candy / Dessert,Puzzle,Cartoon Fantasy
Fitness Club Tycoon,6189cd885105120ca2bd78f1,Hello Games,6165df7120d9d05e145031da,2023/12/3,Unified,Games,4675377,-5174817,-0.525352,1103830.72,-1415744.75,-0.561898,62697,-37319,-0.37313,234567,India,$0.25 ,Low Poly,Sports - Other,Simulation,Modern
Deep Clean Inc. 3D Fun Cleanup,600280e0e7c4873ff294100f,Light & Wonder,55f8936c8ac350426b0382e4,2023/12/3,Unified,Games,4503586,-16274729,-0.783255,1210.11,271.16,0.288791,16868,-97648,-0.852702,2640900,US,$0.00 ,Hypercasual,Hypercasual,Simulation,N/A
Fruit Diary - Match 3 Games,5d7715d8ab508602f8f60d59,Bigcool Games,5d7715d8ab508602f8f60d58,2023/12/3,Unified,Games,4462655,-812770,-0.154067,1760495.85,118896.31,0.072427,72957,-7210,-0.089937,6278,Thailand,$0.32 ,2D Cartoon,Cooking / Food,Puzzle,Cartoon Fantasy
Jigsaw Puzzles: Picture Puzzle,5c073756e80cef0c97bd2656,RV AppStudios,5614bde73f07e25d29003437,2023/12/3,Unified,Games,4397829,2568059,1.403487,2810.47,-1916.54,-0.405444,23034,8440,0.57832,207356,India,$0.00 ,2D Realistic,Tabletop,Puzzle,N/A
Yasa Pets Island,5fe364d2eafbc62c9071c8f6,Yasa Pets,65ef5dc23811e913df4566bb,2023/12/3,Unified,Games,4315036,-12668021,-0.745921,1294.03,1196.96,12.330895,58521,-72310,-0.552698,331375,Brazil,$0.00 ,2D Cartoon,Animal - Dog / Pet,Lifestyle,Cartoon Fantasy
Tile Trio: Makeover Match 3d,63e6741fad4adb5a6c344ad9,Freeplay,6838add143283a86a3f8120d,2023/12/3,Unified,Games,4276119,3807820,8.131173,65116.49,63518.91,39.759455,78926,72762,11.804348,72648,Brazil,$0.01 ,2D Cartoon,Decoration,Puzzle,Modern
Fantasy Color-Color by Number,6642c63ad5a7dd22158e41f9,Mint Games,562956a73f07e28dd10275ee,2023/12/3,Unified,Games,4197200,4197200,,105016.6,105016.6,,143478,143478,,41211,US,$0.02 ,Flat,Art,Tabletop,N/A
AU2 Mobile-ID,5b3010f1253223618bc19499,Uniugame,5b97edf8efc05e231d633412,2023/12/3,Unified,Games,4185865,-2350151,-0.359569,4016864.46,-2696182.42,-0.401633,30650,-28099,-0.478289,2658380,Vietnam,$1.01 ,3D Anime,Music,Arcade,Modern
Hidden Differences : Spot It,67a8221240907914fd7f2d2a,CrazyArt,66889cac3ff3669f4c27617d,2023/12/3,Unified,Games,3931451,3931451,,0,0,,14877,14877,,70487,US,$0.00 ,2D Cartoon,Spot The Difference,Puzzle,Modern
Little Panda's Kids Coloring,58ddaaf1cf6e4f352c00006d,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,3765354,-6017841,-0.61512,8499.73,5171.99,1.554205,25761,-19259,-0.427788,120779,Indonesia,$0.00 ,2D Cartoon,Art,Tabletop,Cartoon Fantasy
Dream Tile: Triple Match Games,677098ef43283a289b67ecf9,Flyfox Games,64cac5a6bd9b7e1a439f38f7,2023/12/3,Unified,Games,3713261,3713261,,23403.4,23403.4,,45685,45685,,174605,India,$0.00 ,2D Cartoon,Mahjong,Puzzle,N/A
Shanghai Tile: Mahjong Match,66d507c94352410e5726260d,UniRise Digital,6878a63927e2c1e41b028b0c,2023/12/3,Unified,Games,3644588,3644588,,0,0,,71033,71033,,0,US,$0.00 ,2D Cartoon,Mahjong,Puzzle,N/A
My City: Apartment Dollhouse,5b812ae4eba379305373d083,My Town Games,55f896128ac350426b04545d,2023/12/3,Unified,Games,3584540,-17042264,-0.826219,5136,-18650.03,-0.784075,25359,-116391,-0.821101,16532,Brazil,$0.02 ,2D Cartoon,Decoration,Lifestyle,Modern
Happy Printer,5f6c7699b95747088a47c2af,Freeplay,6838add143283a86a3f8120d,2023/12/3,Unified,Games,3455242,1310810,0.611262,8345.81,2993.61,0.559323,10918,-4527,-0.293105,4569515,US,$0.00 ,Hypercasual,Hypercasual,Racing,N/A
Redesign – My Home Design Game,62d20efac9e11e09b4926195,Gamerix,62d20efac9e11e09b4926194,2023/12/3,Unified,Games,3420801,3420801,,930.44,926.66,245.148148,56621,56621,,10,India,$0.00 ,2D Cartoon,Decoration,Puzzle,Modern
Color Block Jam,667ffe9c6e98fe0d9e01f33a,Take-Two Interactive,5614b32f3f07e2077c000488,2023/12/3,Unified,Games,62423601,62423601,,126896942.1,126896942.1,,1288938,1288938,,0,India,$2.03 ,Hypercasual,Bubbles / Tiles / Colors,Puzzle,N/A
Hay Day,55c5022602ac64f9c0001f7c,Supercell,560c48b48ac350643900b82d,2023/12/3,Unified,Games,56100348,-4597291,-0.075741,312237126.5,54911693,0.213394,5316658,-495014,-0.085176,1345898,Brazil,$3.94 ,2D Cartoon,Farming,Simulation,Modern
Game World: Life Story,66b9f5e8af0c1cfe89312bb6,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,40806489,40806489,,138014.41,138014.41,,485307,485307,,1211048,Indonesia,$0.00 ,2D Cartoon,Decoration,Lifestyle,N/A
Moy 7 - Virtual Pet Game,5e3cce5d4785823e1549a91a,Frojo Apps,55fcb3cc8ac350db5503dcad,2023/12/3,Unified,Games,37525512,-4218464,-0.101056,6518.85,-539.56,-0.076442,722117,-77048,-0.096411,1565337,Brazil,$0.00 ,2D Cartoon,Chibi Creature,Lifestyle,Cartoon Fantasy
Doll Color: Princess Coloring,6501e3dda649884ccbc1fe03,JoyCraze,6501e3dda649884ccbc1fe02,2023/12/3,Unified,Games,36639888,36116787,69.043621,11550.18,11550.18,,428964,427213,243.982296,2562,India,$0.00 ,Flat,Tabletop,Tabletop,N/A
DOP 5: Delete One Part,64828b758d50eb5045fa77d6,SayGames,5bb5a48345f4430ad72c6f04,2023/12/3,Unified,Games,36315425,19478588,1.156903,0,0,,608189,503826,4.82763,4898120,India,$0.00 ,2D Cartoon,Hypercasual,Puzzle,N/A
Coloring and Drawing For Girls,65210c5ff068d245afa7eecd,Toy Tap,67c0ce9df004e612303cbe4b,2023/12/3,Unified,Games,34996392,34993529,12222.67866,4458.89,4458.89,,370332,370322,37032.2,3288,India,$0.00 ,2D Cartoon,Art,Tabletop,N/A
Toilet Rush Race: Draw Puzzle,63894fa713b94d25eabfd311,Galaxy Astronaut Games,676557e727e2c1ef8be257c4,2023/12/3,Unified,Games,33251691,-6052024,-0.153981,673.85,367.54,1.199896,700255,367899,1.106943,10614861,Brazil,$0.00 ,2D Cartoon,Hypercasual,Puzzle,Modern
Block Puzzle Jewel,56c6d6a579a7562c530288a6,Hua Weiwei,56c6d6a579a7562c530288a5,2023/12/3,Unified,Games,31071662,-34857681,-0.528713,0,0,,2212778,-1620382,-0.422727,148841,India,$0.00 ,2D Cartoon,Bubbles / Tiles / Colors,Puzzle,N/A
Makeover Artist: Makeup Fun,650da3c41507b503d3c30e7c,Gaia Game Studio,6469da956b2b971285be2e05,2023/12/3,Unified,Games,24891876,24891866,2489186.6,877.59,877.59,,244888,244888,,1223005,India,$0.00 ,2D Realistic,Fashion / Aesthetics / Hair,Lifestyle,N/A
Sky: Children of the Light,5a4317be0211a64f063fcd20,NetEase,560c44888ac35064390048b9,2023/12/3,Unified,Games,23809083,-1107637,-0.044454,108333283.8,-50305947.19,-0.317109,772226,-277414,-0.264294,6975088,China,$4.31 ,Stylized Realistic,Adventure,RPG,High Fantasy
开心消消乐,55d93de502ac645ad20eba65,Happy Elements,5614d5cb3f07e25d290151b8,2023/12/3,Unified,Games,23504458,603818,0.026367,180626876.1,34726586.79,0.238016,827969,40406,0.051305,2818146,China,$4.24 ,2D Cartoon,Chibi Creature,Puzzle,Cartoon Fantasy
Helix Jump,5a7f8ef5cab16e7c9a178f24,Voodoo,59bad4eb63f2dc0d0b9689e1,2023/12/3,Unified,Games,22192027,-15790080,-0.415724,89447.28,35116.32,0.646341,365155,-827700,-0.693881,14107533,Brazil,$0.00 ,Hypercasual,Abstract,Arcade,N/A
Chat Master!,5f129457d447697f13ac87e3,ironSource,55f8912b8ac350426b02ddcf,2023/12/3,Unified,Games,21624958,-17264156,-0.443933,1687.4,-4760.07,-0.738285,142514,-144538,-0.503525,2810009,Brazil,$0.00 ,Flat,Drama,Lifestyle,N/A
Play Together: My Farm,5fee6d73b66dd8498d61a935,HAEGIN,613275ac05e5122106e0ea2d,2023/12/3,Unified,Games,19708554,-17165472,-0.465517,28314420.35,8550171.63,0.432608,2106675,-186323,-0.081257,6655826,Vietnam,$0.73 ,3D Cartoon,Sandbox,Simulation,N/A
SpongeBob: Krusty Cook-Off,5dc3b30d6ac0a55dc8471e7d,Tilting Point,5a7b6504b39ede16a53fc25b,2023/12/3,Unified,Games,19337324,-7829167,-0.288192,1876422.35,-2588816.32,-0.579771,140413,-176014,-0.556255,4715077,Indonesia,$0.18 ,2D Cartoon,Cooking / Food,Simulation,N/A
Duet Friends: Cute Music Games,647781ff27cc1414992b7074,Amanotes,5be2658f57ff1e0fd1685895,2023/12/3,Unified,Games,18267068,17822811,40.118245,12147.77,12147.77,,276030,271096,54.944467,28495,Indonesia,$0.00 ,2D Cartoon,Animal - Zoo / Other,Arcade,N/A
My Puppy Daycare Salon,61606e9b82e8e81bb08c1a88,Lion Roar,5c807f4713c8301eecafebdb,2023/12/3,Unified,Games,18127111,13932567,3.321593,12502.43,12502.43,,352938,319171,9.452157,10231,Brazil,$0.00 ,2D Cartoon,Animal - Dog / Pet,Lifestyle,Modern
Cat Simulator: My Pets,64b392a3ca971511d3343ad0,Take Top Entertainment,62d605958308d36c2a6d9e31,2023/12/3,Unified,Games,17507410,15126953,6.354642,16051.67,15706.55,45.510402,235414,221271,15.645266,263657,Russia,$0.00 ,3D Realistic,Animal - Cat,Lifestyle,Modern
Love Idol - Beauty Dress Up,67297a04a63347721ac53093,Joy Games,6585466780716871e29f0999,2023/12/3,Unified,Games,17296103,17296103,,2752.57,2752.57,,265506,265506,,2281984,Indonesia,$0.00 ,2D Anime,Fashion / Aesthetics / Hair,Lifestyle,N/A
3D Bolt Master,6753c1e592e74c4ff82fd96d,Joymaster Studio,6525af28ead1220e96d8c834,2023/12/3,Unified,Games,14864870,14864870,,1842856.48,1842856.48,,241086,241086,,527774,India,$0.12 ,Hypercasual,Hypercasual,Puzzle,N/A
Zen Blossom: Flower Tile Match,62ce19553c90f14e1c40c47c,Brainworks Publishing,63cee0f74fbc9029e789d783,2023/12/3,Unified,Games,14786462,-5122711,-0.257304,1194007.58,272386.42,0.295551,542477,251183,0.862301,8950,India,$0.06 ,2D Realistic,Tabletop,Puzzle,N/A
Run Race 3D — Fun Parkour Game,5c834491e30acc45e37a98f5,Azur Interactive Games,592cc9f811f9436cc900106f,2023/12/3,Unified,Games,13902974,-14639888,-0.512909,27749.27,-27934,-0.501659,131797,-247640,-0.652651,29735262,India,$0.00 ,Hypercasual,Sports - Racing,Arcade,N/A
Pixel Art Coloring: Art Games,6153f7381799dd0f4df98080,HDuo Fun Games,58b9c038b61df00ad000053c,2023/12/3,Unified,Games,13594053,-2651377,-0.163208,733.58,-1070.15,-0.593298,101163,-62809,-0.383047,116237,Mexico,$0.00 ,Pixel,Art,Tabletop,N/A
Little Panda's World Recipes,605bec9861333d1097be54bd,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,13242336,-576928,-0.041748,3884.18,1387.77,0.555906,87671,25082,0.400741,254644,Indonesia,$0.00 ,2D Cartoon,Cooking / Food,Simulation,Cartoon Fantasy
ASMR Rainbow Jelly,61f569e1b3ae271e31877059,Supercent,60c922dc49b48258e3a558c8,2023/12/3,Unified,Games,13114744,-9821854,-0.428218,1484.04,754.95,1.035469,195574,6049,0.031917,738616,Indonesia,$0.00 ,Hypercasual,Fashion / Aesthetics / Hair,Lifestyle,Modern
Hidden Folks: Scavenger Hunt,65823ec8ad844964ecb65eb2,LifePulse Puzzle Game Studio,65397b518249cf5508fcd011,2023/12/3,Unified,Games,12834102,12834102,,0,0,,325453,325453,,227815,Russia,$0.00 ,2D Cartoon,Spot The Difference,Puzzle,N/A
Daily Number Match,65ba026a4149e83dc67901e1,Game Maker,601f98a5a36b7a5097a39027,2023/12/3,Unified,Games,12287039,12287039,,139041.44,139041.44,,212002,212002,,6052,Russia,$0.01 ,2D Cartoon,Tabletop,Puzzle,N/A
Hoarding and Cleaning,63eed27b63792560f886c2e7,Tokyo Communications Group,5b055f0fe94e9b53cee0e5c3,2023/12/3,Unified,Games,12196331,-1765166,-0.126431,182610.42,-141792.9,-0.437088,403138,305677,3.136403,1931300,Russia,$0.02 ,Hypercasual,Business,Simulation,N/A
Cocobi Baby Care - Babysitter,641d2deb1cb8211039144952,Kigle,567cc93c47a5006eed0039bf,2023/12/3,Unified,Games,10899064,6702669,1.597245,22741.16,13458.56,1.44987,228620,190465,4.991875,97753,Brazil,$0.00 ,2D Cartoon,Family / Baby,Lifestyle,Cartoon Fantasy
Jelly Dye: Jelly Games & ASMR,5ff8ccafebfdf74bcc551e27,Azur Interactive Games,592cc9f811f9436cc900106f,2023/12/3,Unified,Games,10851403,-23952223,-0.688211,41881.14,-183036.61,-0.813794,62908,-162377,-0.720763,1769187,India,$0.00 ,Hypercasual,Art,Lifestyle,N/A
Ball Sort Puzzle,5e1d5500e7eb112f9f950e5f,HM Games,67de21a827d140ee820614e7,2023/12/3,Unified,Games,10210210,-25950873,-0.717646,22757.54,-380644.46,-0.943586,713459,-1137255,-0.614495,1764996,India,$0.00 ,Flat,Abstract,Puzzle,N/A
Disney Frozen Free Fall Game,55c5102e02ac64f9c000248a,Jam City,561f26e002ac641817000082,2023/12/3,Unified,Games,10082162,-2461687,-0.196247,6765060.04,-3205221.12,-0.321478,186223,-32851,-0.149954,3301279,Brazil,$1.15 ,3D Cartoon,Magic,Puzzle,High Fantasy
Family Hotel: love & match-3,5d157d4328ecec02a23422ff,PlayFlock,560c82908ac35064390329e4,2023/12/3,Unified,Games,9377517,-12429462,-0.569976,188484.87,-1357757.84,-0.878101,46855,-91731,-0.661907,464894,India,$0.09 ,3D Cartoon,Family / Baby,Puzzle,Modern
Master Hospital,65865c5711962258f85d8563,Supercent,60c922dc49b48258e3a558c8,2023/12/3,Unified,Games,8819903,8819903,,8290.76,8290.76,,87777,87777,,897934,India,$0.00 ,Hypercasual,Medical / Emergency Services,Simulation,Modern
Riddle Test: Brain Teaser Game,61984920056f10186a37106e,Kidding Box Studio,65d7c4bebfa0280746c6b20e,2023/12/3,Unified,Games,8665522,2530946,0.412571,1388640.03,1086953.8,3.602928,50304,17985,0.556484,18733,US,$0.11 ,2D Cartoon,Adventure,Puzzle,Modern
Sago Mini World: Kids Games,55c5286802ac64f9c0002b5c,Piknik,64f90e1670d3f24c7fdad0c7,2023/12/3,Unified,Games,8574068,1703862,0.248007,18642942.1,1917817.64,0.114667,111391,-9687,-0.080006,119356,Brazil,$1.69 ,2D Cartoon,Animal - Zoo / Other,Lifestyle,Cartoon Fantasy
DOP 3: Displace One Part,611bc47a1800976478766734,SayGames,5bb5a48345f4430ad72c6f04,2023/12/3,Unified,Games,7707215,-26831036,-0.77685,0,0,,45488,-177049,-0.795594,9035724,India,$0.00 ,2D Cartoon,Hypercasual,Puzzle,N/A
Fridge Horror Game,64ad168bc9c8440f42f5c928,Tokyo Communications Group,5b055f0fe94e9b53cee0e5c3,2023/12/3,Unified,Games,7650751,7369272,26.180539,0,0,,47068,46062,45.787276,134931,Russia,$0.00 ,2D Anime,Horror,Puzzle,Modern
World Travel Stories - Airport,62294e77be777b7cd77f2165,SUBARA,61f2ebbee19921331fedae2f,2023/12/3,Unified,Games,7615982,-12767344,-0.626362,113241.11,-78180.61,-0.408421,123600,-76391,-0.381972,1267699,Brazil,$0.01 ,3D Cartoon,Sandbox,Lifestyle,Modern
Magic Music Beat Box,673c6daf43283a9829c8a27f,Brocker Bus Studio,673c6daf43283a9829c8a27e,2023/12/3,Unified,Games,7490528,7490528,,0,0,,38473,38473,,3095209,Indonesia,$0.00 ,2D Cartoon,Music,Arcade,N/A
Make It Perfect 2,65ff7d8be47e322c7ac0bd73,I am Curt,65a0686ddfae005b06e32292,2023/12/3,Unified,Games,7445902,7445902,,5759.92,5759.92,,208374,208374,,1466176,Brazil,$0.00 ,2D Cartoon,Hypercasual,Puzzle,N/A
Toy And Games for kids & Baby,639d19e7b988b7099105e00c,BonBonGame,62f403b451051232a791e014,2023/12/3,Unified,Games,7275193,1637734,0.290509,13723.49,12438.62,9.680839,219327,186450,5.671138,239417,Brazil,$0.00 ,2D Cartoon,Family / Baby,Simulation,N/A
Fashion Blast - Puzzle Games,660f6106c7c6b36c5914ed66,FridayGames,66d765b11a13e9599af3bcee,2023/12/3,Unified,Games,6823791,6823791,,52655.27,52655.27,,78508,78508,,575717,Brazil,$0.01 ,2D Cartoon,Fashion / Aesthetics / Hair,Puzzle,Modern
Water Sort ASMR Puzzle,67355bbb32cf18c835f1a928,Play and Leisure Studio,6501576d83d0fb4e3ed51650,2023/12/3,Unified,Games,6792435,6792435,,117.74,117.74,,34584,34584,,1532,India,$0.00 ,Hypercasual,Hypercasual,Puzzle,N/A
Triple Find - Match Triple 3D,6348b4b2bc9f43262d9cc2f5,Lihuhu,5cfdb16e3f3d365878619c4f,2023/12/3,Unified,Games,6153380,-1823365,-0.228585,6848017.34,4114832.79,1.505509,408911,296899,2.6506,51398,US,$0.68 ,3D Cartoon,Tabletop,Puzzle,N/A
Paper Princess's Dream Castle,631a26f487d9a713b3ee939c,Libii,640feb3a12807b54730a604d,2023/12/3,Unified,Games,6141747,-8943436,-0.592862,97272.68,-132903.95,-0.5774,234860,64667,0.379963,199173,Brazil,$0.01 ,2D Cartoon,Decoration,Lifestyle,Cartoon Fantasy
Find It - Hidden Object Games,65b5a2ddf228a3543abaa1df,Guru Puzzle Game,61dc87b7c64c2403403a4e61,2023/12/3,Unified,Games,5990421,5990421,,2182.73,2182.73,,129301,129301,,162594,US,$0.00 ,2D Cartoon,Tabletop,Puzzle,N/A
My Town World - Mega Doll City,6165bfb64cb7c87618c46b00,My Town Games,55f896128ac350426b04545d,2023/12/3,Unified,Games,5675006,-7167317,-0.558101,443165.3,-516896.28,-0.538399,39031,-41366,-0.514522,1317465,Brazil,$0.08 ,2D Cartoon,Decoration,Lifestyle,Modern
Pixie the Pony - Virtual Pet,5a9bc76caf490e10ce2c17d0,Bubadu,560c49668ac350643900cc01,2023/12/3,Unified,Games,5583632,-6634721,-0.543013,47240.61,7805.86,0.197944,37145,-61184,-0.622238,157524,Brazil,$0.00 ,2D Cartoon,Animal - Horse,Lifestyle,Cartoon Fantasy
Mahjong Solitaire,675b858034df4ae2763c97dd,Topy Games,675728abe295845f1d5f7ada,2023/12/3,Unified,Games,5504311,5504311,,1008.46,1008.46,,85390,85390,,965247,Brazil,$0.00 ,Hypercasual,Mahjong,Puzzle,N/A
Ball Sort - Color Sort Game,662ef50567cbb11527151e77,BuzzBreak,5d51c7af42fa0c15df74dbff,2023/12/3,Unified,Games,5407117,5407117,,0,0,,69672,69672,,0,Philippines,$0.00 ,Flat,Abstract,Puzzle,N/A
